open_time,open,high,low,close,volume,close_time,quote_volume,trade_count,taker_buy_volume,taker_buy_quote_volume,buy_volume,sell_volume,delta,min_delta,max_delta,bid_trades,ask_trades,imbalance_ratio,session_delta,session_volume,cvd,volume_per_second,typical_price,vwap,poc_price,stacked_imbalance_up,stacked_imbalance_dn
2026-04-04 23:45:00+00:00,2064.0,2064.0,2062.64,2063.61,183.8517,2026-04-04 23:49:59.999000+00:00,379366.49752,4655,80.7532,166621.886922,80.7532,103.09849999999999,-22.34529999999998,-22.34529999999998,-22.34529999999998,0,4655,0.4392300968637265,-307.02819999999997,1773.972,-307.02819999999997,0.612839,2063.4166666666665,2065.588908194342,2064.26,False,False
2026-04-04 23:50:00+00:00,2063.61,2066.88,2063.27,2065.01,238.3206,2026-04-04 23:54:59.999000+00:00,492177.381686,4885,160.7927,332059.666967,160.7927,77.52790000000002,83.26479999999998,83.26479999999998,83.26479999999998,0,4885,0.6746907317257732,-223.7634,2012.2926,-223.7634,0.794402,2065.0533333333333,2065.5254787893837,2064.26,False,False
2026-04-04 23:55:00+00:00,2065.01,2066.02,2064.51,2065.52,657.6145,2026-04-04 23:59:59.999000+00:00,1358346.139469,3018,161.9451,334484.840841,161.9451,495.6694,-333.72429999999997,-333.72429999999997,-333.72429999999997,0,3018,0.24626144952666607,-557.4876999999999,2669.9071,-557.4876999999999,2.1920483333333336,2065.3500000000004,2065.4822572869048,2065.52,False,False
2026-04-05 00:00:00+00:00,2065.51,2065.63,2064.33,2064.33,162.7324,2026-04-05 00:04:59.999000+00:00,336041.650281,3736,107.0649,221087.922887,107.0649,55.66750000000002,51.397399999999976,51.397399999999976,51.397399999999976,0,3736,0.6579199962597618,51.397399999999976,162.7324,-506.09029999999996,0.5424413333333333,2064.7633333333333,2064.7633333333333,2064.33,False,False
2026-04-05 00:05:00+00:00,2064.33,2064.9,2064.17,2064.9,111.2995,2026-04-05 00:09:59.999000+00:00,229785.336862,3232,79.16,163431.406942,79.16,32.1395,47.0205,47.0205,47.0205,0,3232,0.7112341025726869,98.41789999999997,274.0319,-459.0698,0.3709983333333333,2064.6566666666663,2064.720010104663,2064.33,False,False
2026-04-05 00:10:00+00:00,2064.89,2064.89,2063.12,2063.14,125.8165,2026-04-05 00:14:59.999000+00:00,259644.529476,2942,37.2727,76910.805817,37.2727,88.5438,-51.271100000000004,-51.271100000000004,-51.271100000000004,0,2942,0.29624651774372796,47.14679999999997,399.8484,-510.3409,0.41938833333333336,2063.7166666666667,2064.404297550438,2064.33,False,False
2026-04-05 00:15:00+00:00,2063.14,2063.63,2063.03,2063.33,152.4382,2026-04-05 00:19:59.999000+00:00,314516.73963,2842,85.0686,175515.423651,85.0686,67.36959999999999,17.699000000000012,17.699000000000012,17.699000000000012,0,2842,0.5580530339471469,64.84579999999998,552.2866,-492.64189999999996,0.5081273333333333,2063.33,2064.107777618842,2064.33,False,False
2026-04-05 00:20:00+00:00,2063.33,2063.99,2063.12,2063.79,83.0479,2026-04-05 00:24:59.999000+00:00,171364.011694,2563,42.1409,86956.57767,42.1409,40.907,1.2339000000000055,1.2339000000000055,1.2339000000000055,0,2563,0.507428845274746,66.07969999999999,635.3345,-491.40799999999996,0.27682633333333334,2063.633333333333,2064.0457605214256,2064.33,False,False
2026-04-05 00:25:00+00:00,2063.79,2065.3,2063.42,2064.8,238.8084,2026-04-05 00:29:59.999000+00:00,492939.416384,2326,173.3633,357871.974914,173.3633,65.4451,107.91820000000001,107.91820000000001,107.91820000000001,0,2326,0.7259514321911376,173.99790000000002,874.1429,-383.48979999999995,0.7960280000000001,2064.5066666666667,2064.171676157296,2064.8,False,False
2026-04-05 00:30:00+00:00,2064.8,2064.8,2063.76,2063.76,79.6483,2026-04-05 00:34:59.999000+00:00,164404.023624,2833,29.909,61731.37264,29.909,49.73930000000001,-19.83030000000001,-19.83030000000001,-19.83030000000001,0,2833,0.3755133505627174,154.1676,953.7912,-403.32009999999997,0.26549433333333333,2064.106666666667,2064.1662474057916,2064.8,False,False
2026-04-05 00:35:00+00:00,2063.76,2064.49,2063.69,2064.49,165.5751,2026-04-05 00:39:59.999000+00:00,341746.82517,2354,137.6709,284153.735359,137.6709,27.904200000000003,109.76669999999999,109.76669999999999,109.76669999999999,0,2354,0.8314710364008147,263.9343,1119.3663000000001,-293.5534,0.551917,2064.2233333333334,2064.1746914764776,2064.8,False,False
2026-04-05 00:40:00+00:00,2064.49,2065.55,2064.11,2065.25,128.3749,2026-04-05 00:44:59.999000+00:00,265100.630537,3087,41.7807,86270.867827,41.7807,86.5942,-44.8135,-44.8135,-44.8135,0,3087,0.3254584813672653,219.12079999999997,1247.7412,-338.3669,0.42791633333333334,2064.97,2064.2565174610463,2064.8,False,False
2026-04-05 00:45:00+00:00,2065.25,2065.34,2063.46,2063.46,101.9473,2026-04-05 00:49:59.999000+00:00,210470.206132,2940,42.96,88696.144899,42.96,58.9873,-16.027299999999997,-16.027299999999997,-16.027299999999997,0,2940,0.42139419091607727,203.09349999999998,1349.6885,-354.39419999999996,0.33982433333333334,2064.0866666666666,2064.2436879600987,2064.8,False,False
2026-04-05 00:50:00+00:00,2063.46,2063.47,2061.53,2062.43,157.8413,2026-04-05 00:54:59.999000+00:00,325514.501907,2516,64.4694,132946.100813,64.4694,93.3719,-28.902500000000003,-28.902500000000003,-28.902500000000003,0,2516,0.40844443120774826,174.19099999999997,1507.5298,-383.2967,0.5261376666666666,2062.476666666667,2064.0586773964046,2064.8,False,False
2026-04-05 00:55:00+00:00,2062.44,2062.64,2060.33,2062.1,433.827,2026-04-05 00:59:59.999000+00:00,894327.317853,5965,142.0679,292867.890812,142.0679,291.7591,-149.69119999999998,-149.69119999999998,-149.69119999999998,0,5965,0.32747592934435277,24.499799999999993,1941.3568,-532.9879,1.44609,2061.69,2063.529358824543,2062.1,False,False
2026-04-05 01:00:00+00:00,2062.1,2062.46,2059.46,2060.17,325.53,2026-04-05 01:04:59.999000+00:00,670788.644678,5874,66.7064,137450.995878,66.7064,258.82359999999994,-192.11719999999994,-192.11719999999994,-192.11719999999994,0,5874,0.20491629035663408,-167.61739999999995,2266.8868,-725.1050999999999,1.0851,2060.6966666666667,2063.1225779133156,2062.1,False,False
2026-04-05 01:05:00+00:00,2060.18,2060.58,2057.33,2059.18,453.2357,2026-04-05 01:09:59.999000+00:00,933104.099807,6106,136.8487,281738.360981,136.8487,316.387,-179.5383,-179.5383,-179.5383,0,6106,0.3019371598479512,-347.1556999999999,2720.1225,-904.6433999999999,1.5107856666666668,2059.03,2062.4406592073215,2059.18,False,False
2026-04-05 01:10:00+00:00,2059.17,2061.0,2058.77,2060.7,110.8276,2026-04-05 01:14:59.999000+00:00,228259.016568,3035,58.7801,121059.43013,58.7801,52.04750000000001,6.732599999999991,6.732599999999991,6.732599999999991,0,3035,0.5303742028111195,-340.4231,2830.9501,-897.9107999999999,0.36942533333333333,2060.1566666666668,2062.351244204316,2059.18,False,False
2026-04-05 01:15:00+00:00,2060.7,2060.71,2059.58,2059.58,124.1894,2026-04-05 01:19:59.999000+00:00,255838.275214,3063,42.5305,87614.549532,42.5305,81.6589,-39.1284,-39.1284,-39.1284,0,3063,0.342464815834987,-379.5514999999999,2955.1395,-937.0391999999999,0.4139646666666667,2059.9566666666665,2062.250612356766,2059.18,False,False
2026-04-05 01:20:00+00:00,2059.59,2060.45,2058.43,2059.04,174.6842,2026-04-05 01:24:59.999000+00:00,359765.912486,4237,63.8392,131482.182748,63.8392,110.845,-47.0058,-47.0058,-47.0058,0,4237,0.36545491807292557,-426.55729999999994,3129.8237,-984.045,0.5822806666666667,2059.3066666666664,2062.0863025275194,2059.18,False,False
2026-04-05 01:25:00+00:00,2059.04,2059.71,2058.46,2059.32,178.8625,2026-04-05 01:29:59.999000+00:00,368322.293627,1870,65.5417,134956.310597,65.5417,113.3208,-47.7791,-47.7791,-47.7791,0,1870,0.366436228944768,-474.33639999999997,3308.6862,-1031.8241,0.5962083333333333,2059.1633333333334,2061.9282912971116,2059.18,False,False
2026-04-05 01:30:00+00:00,2059.32,2059.35,2058.02,2059.18,207.7178,2026-04-05 01:34:59.999000+00:00,427649.713029,3195,137.7202,283549.377233,137.7202,69.9976,67.7226,67.7226,67.7226,0,3195,0.6630158801958089,-406.61379999999997,3516.404,-964.1015,0.6923926666666667,2058.85,2061.746453289876,2059.18,False,False
2026-04-05 01:35:00+00:00,2059.17,2059.42,2058.0,2058.0,397.386,2026-04-05 01:39:59.999000+00:00,818071.025839,2830,52.9493,109021.354318,52.9493,344.43670000000003,-291.48740000000004,-291.48740000000004,-291.48740000000004,0,2830,0.13324399953663882,-698.1012,3913.79,-1255.5889,1.3246200000000001,2058.4733333333334,2061.414117613447,2059.18,False,False
2026-04-05 01:40:00+00:00,2058.0,2058.77,2057.5,2058.12,147.3174,2026-04-05 01:44:59.999000+00:00,303178.203924,3522,95.2574,196033.648429,95.2574,52.05999999999999,43.197400000000016,43.197400000000016,43.197400000000016,0,3522,0.6466133667805256,-654.9037999999999,4061.1074,-1212.3915,0.491058,2058.13,2061.2949856574423,2059.18,False,False
2026-04-05 01:45:00+00:00,2058.12,2058.6,2057.9,2058.6,115.089,2026-04-05 01:49:59.999000+00:00,236871.31092,2102,60.1505,123800.9902,60.1505,54.9385,5.212000000000003,5.212000000000003,5.212000000000003,0,2102,0.5226433455801802,-649.6918,4176.1964,-1207.1795,0.38362999999999997,2058.366666666667,2061.214286075323,2059.18,False,False
2026-04-05 01:50:00+00:00,2058.59,2059.01,2057.57,2057.58,75.8433,2026-04-05 01:54:59.999000+00:00,156118.977508,1950,39.6003,81514.261022,39.6003,36.243,3.357299999999995,3.357299999999995,3.357299999999995,0,1950,0.5221331350228413,-646.3344999999999,4252.0397,-1203.8222,0.252811,2058.0533333333333,2061.1579044081673,2059.18,False,False
2026-04-05 01:55:00+00:00,2057.58,2057.8,2057.17,2057.37,102.5929,2026-04-05 01:59:59.999000+00:00,211088.653177,2574,31.696,65214.315757,31.696,70.8969,-39.200900000000004,-39.200900000000004,-39.200900000000004,0,2574,0.3089492547699797,-685.5354,4354.6326,-1243.0231,0.3419763333333333,2057.4466666666667,2061.0704695594754,2059.18,False,False
2026-04-05 02:00:00+00:00,2057.37,2057.37,2054.5,2056.12,983.3668,2026-04-05 02:04:59.999000+00:00,2021736.246582,10253,290.219,596654.737805,290.219,693.1478,-402.92879999999997,-402.92879999999997,-402.92879999999997,0,10253,0.295127921747719,-1088.4642,5337.9994,-1645.9519,3.2778893333333334,2055.9966666666664,2060.135773067278,2056.12,False,False
2026-04-05 02:05:00+00:00,2056.11,2056.43,2054.9,2055.12,118.251,2026-04-05 02:09:59.999000+00:00,243062.819389,4355,51.2113,105257.57244,51.2113,67.03970000000001,-15.82840000000001,-15.82840000000001,-15.82840000000001,0,4355,0.43307287041603815,-1104.2926,5456.2504,-1661.7803000000001,0.39417,2055.483333333333,2060.0349427148117,2056.12,False,False
2026-04-05 02:10:00+00:00,2055.12,2055.52,2054.15,2054.58,142.3329,2026-04-05 02:14:59.999000+00:00,292457.032714,4692,58.8545,120933.879355,58.8545,83.4784,-24.623899999999992,-24.623899999999992,-24.623899999999992,0,4692,0.41349891697272034,-1128.9164999999998,5598.5833,-1686.4042000000002,0.474443,2054.75,2059.9005835059497,2056.12,False,False
2026-04-05 02:15:00+00:00,2054.58,2057.62,2054.58,2057.61,330.0322,2026-04-05 02:19:59.999000+00:00,678785.243031,3726,157.8655,324660.912404,157.8655,172.1667,-14.301199999999994,-14.301199999999994,-14.301199999999994,0,3726,0.4783336292626043,-1143.2177,5928.6155,-1700.7054000000003,1.1001073333333333,2056.603333333333,2059.717033277668,2056.12,False,False
2026-04-05 02:20:00+00:00,2057.6,2058.68,2057.36,2058.49,155.5286,2026-04-05 02:24:59.999000+00:00,320058.474249,2431,120.8589,248709.664455,120.8589,34.669700000000006,86.1892,86.1892,86.1892,0,2431,0.7770847291059195,-1057.0285,6084.1441,-1614.5162000000003,0.5184286666666668,2058.1766666666667,2059.677656981092,2056.12,False,False
2026-04-05 02:25:00+00:00,2058.5,2059.51,2058.04,2058.34,324.1723,2026-04-05 02:29:59.999000+00:00,667345.19643,5615,115.5432,237853.509851,115.5432,208.6291,-93.0859,-93.0859,-93.0859,0,5615,0.3564252713746473,-1150.1144,6408.3164,-1707.6021000000003,1.0805743333333333,2058.63,2059.6246600077884,2056.12,False,False
2026-04-05 02:30:00+00:00,2058.34,2059.84,2058.01,2059.23,144.4465,2026-04-05 02:34:59.999000+00:00,297459.475337,2650,50.3321,103629.876416,50.3321,94.11439999999999,-43.78229999999999,-43.78229999999999,-43.78229999999999,0,2650,0.3484480413139229,-1193.8966999999998,6552.7629,-1751.3844000000004,0.4814883333333333,2059.0266666666666,2059.6114780803377,2056.12,False,False
2026-04-05 02:35:00+00:00,2059.23,2059.33,2058.5,2058.94,115.9742,2026-04-05 02:39:59.999000+00:00,238797.89036,3742,82.1734,169200.245838,82.1734,33.800799999999995,48.372600000000006,48.372600000000006,48.372600000000006,0,3742,0.7085489703683359,-1145.5240999999999,6668.7371,-1703.0118000000004,0.38658066666666663,2058.9233333333336,2059.5995107414965,2056.12,False,False
2026-04-05 02:40:00+00:00,2058.93,2058.93,2058.39,2058.42,48.1908,2026-04-05 02:44:59.999000+00:00,99200.49345,1777,13.3184,27415.259045,13.3184,34.8724,-21.554,-21.554,-21.554,0,1777,0.2763681034496965,-1167.0781,6716.9279,-1724.5658000000005,0.160636,2058.58,2059.592196231207,2056.12,False,False
2026-04-05 02:45:00+00:00,2058.42,2058.5,2058.06,2058.17,57.2101,2026-04-05 02:49:59.999000+00:00,117758.10837,2056,33.7343,69438.059848,33.7343,23.4758,10.258499999999998,10.258499999999998,10.258499999999998,0,2056,0.5896563718541017,-1156.8195999999998,6774.138,-1714.3073000000006,0.19070033333333333,2058.2433333333333,2059.5808045853214,2056.12,False,False
2026-04-05 02:50:00+00:00,2058.18,2059.58,2058.17,2059.44,115.889,2026-04-05 02:54:59.999000+00:00,238613.974631,2594,93.3443,192197.507317,93.3443,22.54469999999999,70.79960000000001,70.79960000000001,70.79960000000001,0,2594,0.8054629861263325,-1086.02,6890.027,-1643.5077000000006,0.3862966666666667,2059.0633333333335,2059.5721008130545,2056.12,False,False
2026-04-05 02:55:00+00:00,2059.44,2059.91,2059.31,2059.86,150.7856,2026-04-05 02:59:59.999000+00:00,310563.729384,1825,124.652,256735.929825,124.652,26.133599999999987,98.51840000000001,98.51840000000001,98.51840000000001,0,1825,0.8266837151503416,-987.5015999999998,7040.8126,-1544.9893000000006,0.5026186666666667,2059.693333333333,2059.574697121087,2056.12,False,False
2026-04-05 03:00:00+00:00,2059.86,2060.55,2059.61,2059.67,292.9914,2026-04-05 03:04:59.999000+00:00,603602.825639,2613,221.9229,457193.734079,221.9229,71.0685,150.8544,150.8544,150.8544,0,2613,0.7574382729296579,-836.6471999999999,7333.804,-1394.1349000000007,0.976638,2059.943333333333,2059.5894244358497,2056.12,True,False
2026-04-05 03:05:00+00:00,2059.67,2060.0,2059.26,2060.0,49.1909,2026-04-05 03:09:59.999000+00:00,101313.219903,2987,22.4259,46188.100004,22.4259,26.765,-4.339100000000002,-4.339100000000002,-4.339100000000002,0,2987,0.45589529769823495,-840.9862999999998,7382.9949,-1398.4740000000006,0.16396966666666665,2059.7533333333336,2059.5905165165427,2056.12,False,False
2026-04-05 03:10:00+00:00,2060.0,2060.19,2059.72,2060.19,76.2313,2026-04-05 03:14:59.999000+00:00,157025.657031,1642,47.2233,97271.656064,47.2233,29.008000000000003,18.2153,18.2153,18.2153,0,1642,0.619473890637842,-822.7709999999998,7459.2262,-1380.2587000000005,0.2541043333333333,2060.0333333333333,2059.595041986169,2056.12,False,False
2026-04-05 03:15:00+00:00,2060.19,2060.19,2058.0,2058.0,147.2962,2026-04-05 03:19:59.999000+00:00,303294.337417,2880,3.4073,7017.845122,3.4073,143.8889,-140.48160000000001,-140.48160000000001,-140.48160000000001,0,2880,0.023132300765239484,-963.2525999999998,7606.5224,-1520.7403000000006,0.49098733333333333,2058.73,2059.578290915088,2056.12,False,False
2026-04-05 03:20:00+00:00,2058.0,2058.43,2057.38,2058.43,93.0911,2026-04-05 03:24:59.999000+00:00,191563.504791,2951,65.2887,134347.798758,65.2887,27.80239999999999,37.486300000000014,37.486300000000014,37.486300000000014,0,2951,0.7013420187246543,-925.7662999999999,7699.6135,-1483.2540000000006,0.31030366666666664,2058.08,2059.5601760383597,2056.12,False,False
2026-04-05 03:25:00+00:00,2058.43,2058.59,2058.25,2058.35,47.7571,2026-04-05 03:29:59.999000+00:00,98299.760009,1386,34.8821,71797.723714,34.8821,12.875,22.0071,22.0071,22.0071,0,1386,0.7304065782735886,-903.7591999999999,7747.3706,-1461.2469000000006,0.15919033333333335,2058.396666666667,2059.5530038200313,2056.12,False,False
2026-04-05 03:30:00+00:00,2058.36,2058.36,2055.89,2055.89,127.1838,2026-04-05 03:34:59.999000+00:00,261594.672045,3561,50.7083,104282.618748,50.7083,76.47550000000001,-25.76720000000001,-25.76720000000001,-25.76720000000001,0,3561,0.39870093517886157,-929.5263999999999,7874.5544,-1487.0141000000006,0.423946,2056.713333333333,2059.5071396269736,2056.12,False,False
2026-04-05 03:35:00+00:00,2055.89,2056.1,2055.37,2056.1,142.3552,2026-04-05 03:39:59.999000+00:00,292653.498549,2283,43.6515,89730.300299,43.6515,98.7037,-55.0522,-55.0522,-55.0522,0,2283,0.30663790293360105,-984.5785999999998,8016.9096,-1542.0663000000006,0.47451733333333335,2055.8566666666666,2059.442318663,2056.12,False,False
2026-04-05 03:40:00+00:00,2056.1,2057.05,2055.99,2057.05,45.9406,2026-04-05 03:44:59.999000+00:00,94475.900215,2463,23.4211,48164.143816,23.4211,22.519500000000004,0.9015999999999948,0.9015999999999948,0.9015999999999948,0,2463,0.509812671133816,-983.6769999999999,8062.8502,-1541.1647000000007,0.15313533333333335,2056.6966666666667,2059.426674455682,2056.12,False,False
2026-04-05 03:45:00+00:00,2057.04,2057.56,2056.71,2056.78,74.8785,2026-04-05 03:49:59.999000+00:00,154030.114859,2074,46.2332,95102.725085,46.2332,28.645300000000006,17.58789999999999,17.58789999999999,17.58789999999999,0,2074,0.617442924195631,-966.0890999999999,8137.7287,-1523.5768000000007,0.249595,2057.016666666667,2059.4044990090824,2056.12,False,False
2026-04-05 03:50:00+00:00,2056.77,2056.78,2055.77,2056.3,88.2983,2026-04-05 03:54:59.999000+00:00,181573.731517,2688,26.9519,55417.673732,26.9519,61.3464,-34.39450000000001,-34.39450000000001,-34.39450000000001,0,2688,0.30523690716236623,-1000.4835999999999,8226.027,-1557.9713000000008,0.29432766666666665,2056.2833333333333,2059.3709963688425,2056.12,False,False
2026-04-05 03:55:00+00:00,2056.3,2056.64,2055.98,2056.64,141.2272,2026-04-05 03:59:59.999000+00:00,290413.315767,2268,93.332,191922.022759,93.332,47.89520000000002,45.43679999999998,45.43679999999998,45.43679999999998,0,2268,0.6608641961275104,-955.0467999999998,8367.2542,-1512.534500000001,0.47075733333333336,2056.42,2059.321187800294,2056.12,False,False
2026-04-05 04:00:00+00:00,2056.64,2056.64,2055.92,2056.27,84.3802,2026-04-05 04:04:59.999000+00:00,173499.949256,2308,45.5894,93735.827831,45.5894,38.790800000000004,6.798599999999993,6.798599999999993,6.798599999999993,0,2308,0.5402855172120913,-948.2481999999999,8451.6344,-1505.7359000000008,0.2812673333333333,2056.2766666666666,2059.290791631932,2056.12,False,False
2026-04-05 04:05:00+00:00,2056.26,2056.27,2055.24,2055.41,39.2671,2026-04-05 04:09:59.999000+00:00,80724.769826,1844,14.4614,29727.609322,14.4614,24.8057,-10.344300000000002,-10.344300000000002,-10.344300000000002,0,1844,0.36828286274340905,-958.5924999999999,8490.9015,-1516.0802000000008,0.13089033333333333,2055.64,2059.2739081478767,2056.12,False,False
2026-04-05 04:10:00+00:00,2055.41,2055.42,2054.11,2054.65,91.4097,2026-04-05 04:14:59.999000+00:00,187816.931681,2449,27.2301,55943.989566,27.2301,64.1796,-36.94949999999999,-36.94949999999999,-36.94949999999999,0,2449,0.29789070525012235,-995.5419999999999,8582.3112,-1553.0297000000007,0.304699,2054.726666666667,2059.2254757419732,2056.12,False,False
2026-04-05 04:15:00+00:00,2054.64,2056.27,2054.32,2055.9,240.6809,2026-04-05 04:19:59.999000+00:00,494682.85047,2790,195.7529,402329.649928,195.7529,44.928,150.8249,150.8249,150.8249,0,2790,0.8133295994787566,-844.7170999999998,8822.9921,-1402.2048000000007,0.8022696666666667,2055.4966666666664,2059.1237581937767,2056.12,False,False
2026-04-05 04:20:00+00:00,2055.9,2056.2,2055.52,2055.99,50.697,2026-04-05 04:24:59.999000+00:00,104230.315371,3291,29.0398,59703.780709,29.0398,21.657200000000003,7.3825999999999965,7.3825999999999965,7.3825999999999965,0,3291,0.5728110144471505,-837.3344999999999,8873.6891,-1394.8222000000007,0.16899,2055.903333333333,2059.105359320736,2056.12,False,False
2026-04-05 04:25:00+00:00,2055.98,2058.09,2055.98,2057.94,79.0231,2026-04-05 04:29:59.999000+00:00,162555.545518,2875,54.7763,112671.475797,54.7763,24.2468,30.5295,30.5295,30.5295,0,2875,0.6931682001757312,-806.805,8952.7122,-1364.2927000000007,0.26341033333333336,2057.3366666666666,2059.089747562718,2056.12,False,False
2026-04-05 04:30:00+00:00,2057.95,2057.95,2056.46,2056.46,125.9243,2026-04-05 04:34:59.999000+00:00,259075.438605,2574,37.8328,77834.155231,37.8328,88.0915,-50.2587,-50.2587,-50.2587,0,2574,0.3004408203952657,-857.0636999999999,9078.6365,-1414.5514000000007,0.4197476666666667,2056.9566666666665,2059.0601608820884,2056.12,False,False
2026-04-05 04:35:00+00:00,2056.46,2056.87,2055.81,2056.15,93.8403,2026-04-05 04:39:59.999000+00:00,192964.056637,3742,49.4229,101634.961662,49.4229,44.4174,5.005499999999998,5.005499999999998,5.005499999999998,0,3742,0.5266703111506819,-852.0581999999999,9172.4768,-1409.5459000000008,0.312801,2056.2766666666666,2059.0316839572706,2056.12,False,False
2026-04-05 04:40:00+00:00,2056.18,2056.18,2054.86,2055.34,81.2488,2026-04-05 04:44:59.999000+00:00,166977.181416,2141,52.0065,106876.073598,52.0065,29.2423,22.764200000000002,22.764200000000002,22.764200000000002,0,2141,0.6400894536209755,-829.2939999999999,9253.7256,-1386.7817000000007,0.27082933333333337,2055.46,2059.0003241517124,2056.12,False,False
2026-04-05 04:45:00+00:00,2055.33,2055.53,2054.48,2054.49,66.2022,2026-04-05 04:49:59.999000+00:00,136049.739119,2229,29.8793,61403.203877,29.8793,36.322900000000004,-6.4436000000000035,-6.4436000000000035,-6.4436000000000035,0,2229,0.45133394357813883,-835.7375999999999,9319.9278,-1393.2253000000007,0.220674,2054.8333333333335,2058.970724785121,2056.12,False,False
2026-04-05 04:50:00+00:00,2054.48,2055.3,2054.48,2054.93,51.6239,2026-04-05 04:54:59.999000+00:00,106089.649798,2022,34.6263,71156.942763,34.6263,16.9976,17.628700000000002,17.628700000000002,17.628700000000002,0,2022,0.6707416525936487,-818.1089,9371.5517,-1375.5966000000008,0.17207966666666666,2054.9033333333336,2058.9483192522607,2056.12,False,False
2026-04-05 04:55:00+00:00,2054.93,2056.6,2054.75,2055.16,152.8381,2026-04-05 04:59:59.999000+00:00,314171.341415,3666,67.4048,138549.78117,67.4048,85.4333,-18.028500000000008,-18.028500000000008,-18.028500000000008,0,3666,0.4410209234448673,-836.1374,9524.3898,-1393.6251000000007,0.5094603333333333,2055.5033333333336,2058.893037484774,2056.12,False,False
