Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id,direction
112,0,0.17985611510791366,2025-07-09 22:55:00+00:00,2780.556,0.30005999999999994,2025-07-10 00:30:00+00:00,2762.79,0.29814280575539565,-3.793526546762596,-0.007585535986327927,Long,Closed,112,LONG
113,0,0.17799992168003448,2025-07-10 07:25:00+00:00,2809.5517979999995,0.30005999999999994,2025-07-10 07:45:00+00:00,2789.11,0.2978768169342006,-4.236575259933168,-0.008471456228620612,Long,Closed,113,LONG
114,0,0.1768227776029197,2025-07-10 17:05:00+00:00,2828.255538,0.30005999999999994,2025-07-10 17:15:00+00:00,2812.37,0.29837464502827393,-3.4073595979049536,-0.006813356524505007,Long,Closed,114,LONG
115,0,0.17405470887609395,2025-07-10 21:15:00+00:00,2873.234532,0.30006,2025-07-10 21:20:00+00:00,2904.7,0.30334602772343405,4.873306844666633,0.009744664756381988,Long,Closed,115,LONG
116,0,0.16707600287370725,2025-07-11 05:05:00+00:00,2993.24853,0.30005999999999994,2025-07-11 05:45:00+00:00,3025.51,0.303294070472658,4.786763383957425,0.009571612445425764,Long,Closed,116,LONG
117,0,0.16631408081533813,2025-07-11 08:40:00+00:00,3006.961272,0.30005999999999994,2025-07-11 09:35:00+00:00,3035.2,0.30287789885442856,4.0935601918599,0.008185483287062388,Long,Closed,117,LONG
118,0,0.16906742408872658,2025-07-12 01:00:00+00:00,2957.99148,0.30006,2025-07-12 12:35:00+00:00,2937.61,0.29799249340637046,-4.043896816122285,-0.008086176396965176,Long,Closed,118,LONG
119,0,0.1694134229643283,2025-07-13 01:45:00+00:00,2951.950272,0.30005999999999994,2025-07-13 12:50:00+00:00,2990.81,0.3040100157215656,5.979289520221182,0.011956187802881789,Long,Closed,119,LONG
120,0,0.16566604376234212,2025-07-13 14:15:00+00:00,3018.7236239999997,0.30005999999999994,2025-07-13 14:35:00+00:00,2997.53,0.29795336169536,-4.109077202761933,-0.008216511103303206,Long,Closed,120,LONG
121,0,0.16256250528328142,2025-07-14 10:35:00+00:00,3076.3551479999996,0.30005999999999994,2025-07-14 11:30:00+00:00,3059.52,0.2984179416985831,-3.3352417773933567,-0.006669149724841746,Long,Closed,121,LONG
122,0,0.16763897270837524,2025-07-15 09:20:00+00:00,2983.19652,0.30006,2025-07-15 10:35:00+00:00,2967.59,0.29849024341178837,-3.2148112237644946,-0.006428336780172955,Long,Closed,122,LONG
123,0,0.16661224000159947,2025-07-15 12:50:00+00:00,3001.580196,0.30005999999999994,2025-07-15 13:25:00+00:00,3031.01,0.30300201934034876,4.300303547907696,0.008598887318351721,Long,Closed,123,LONG
124,0,0.16355904481517827,2025-07-15 13:45:00+00:00,3057.6114,0.30005999999999994,2025-07-15 14:35:00+00:00,3034.78,0.297819430814524,-4.332161406607762,-0.008662590295156493,Long,Closed,124,LONG
